time	VDrop6
2.77375	2.6039
2.77875	2.6037
2.78375	2.6034
2.78875	2.6031
2.79375	2.6029
2.79875	2.6026
2.80375	2.6023
2.80875	2.6021
2.81375	2.6018
2.81875	2.6016
2.82375	2.6013
2.82875	2.601
2.83375	2.6008
2.83875	2.6005
2.84375	2.6003
2.84875	2.6
2.85375	2.5998
2.85875	2.5996
2.86375	2.5993
2.86875	2.5991
2.87375	2.5988
2.87875	2.5986
2.88375	2.5984
2.88875	2.5981
2.89375	2.5979
2.89875	2.5977
2.90375	2.5975
2.90875	2.5972
2.91375	2.597
2.91875	2.5968
2.92375	2.5966
2.92875	2.5963
2.93375	2.5961
2.93875	2.5959
2.94375	2.5957
2.94875	2.5955
2.95375	2.5953
2.95875	2.5951
2.96375	2.5949
2.96875	2.5947
2.97375	2.5945
2.97875	2.5943
2.98375	2.5941
2.98875	2.5939
2.99375	2.5937
2.99875	2.5935
3.00375	2.5933
3.00875	2.5931
3.01375	2.5929
3.01875	2.5927
3.02375	2.5925
3.02875	2.5924
3.03375	2.5922
3.03875	2.592
3.04375	2.5918
3.04875	2.5916
3.05375	2.5915
3.05875	2.5913
3.06375	2.5911
3.06875	2.5909
3.07375	2.5908
3.07875	2.5906
3.08375	2.5904
3.08875	2.5903
3.09375	2.5901
3.09875	2.5899
3.10375	2.5898
3.10875	2.5896
3.11375	2.5895
3.11875	2.5893
3.12375	2.5891
3.12875	2.589
3.13375	2.5888
3.13875	2.5887
3.14375	2.5885
3.14875	2.5884
3.15375	2.5882
3.15875	2.5881
3.16375	2.5879
3.16875	2.5878
3.17375	2.5876
3.17875	2.5875
3.18375	2.5874
3.18875	2.5872
3.19375	2.5871
3.19875	2.587
3.20375	2.5868
3.20875	2.5867
3.21375	2.5866
3.21875	2.5864
3.22375	2.5863
3.22875	2.5862
3.23375	2.586
3.23875	2.5859
3.24375	2.5858
3.24875	2.5857
3.25375	2.5855
3.25875	2.5854
3.26375	2.5853
3.26875	2.5852
3.27375	2.5851
3.27875	2.5849
3.28375	2.5848
3.28875	2.5847
3.29375	2.5846
3.29875	2.5845
3.30375	2.5844
3.30875	2.5843
3.31375	2.5841
3.31875	2.584
3.32375	2.5839
3.32875	2.5838
3.33375	2.5837
3.33875	2.5836
3.34375	2.5835
3.34875	2.5834
3.35375	2.5833
3.35875	2.5832
3.36375	2.5831
3.36875	2.583
3.37375	2.5829
3.37875	2.5828
3.38375	2.5827
3.38875	2.5826
3.39375	2.5825
3.39875	2.5824
3.40375	2.5823
3.40875	2.5822
3.41375	2.5821
3.41875	2.5821
3.42375	2.582
3.42875	2.5819
3.43375	2.5818
3.43875	2.5817
3.44375	2.5816
3.44875	2.5815
3.45375	2.5815
3.45875	2.5814
3.46375	2.5813
3.46875	2.5812
3.47375	2.5811
3.47875	2.581
3.48375	2.581
3.48875	2.5809
3.49375	2.5808
3.49875	2.5807
3.50375	2.5807
3.50875	2.5806
3.51375	2.5805
3.51875	2.5804
3.52375	2.5804
3.52875	2.5803
3.53375	2.5802
3.53875	2.5801
3.54375	2.5801
3.54875	2.58
3.55375	2.5799
3.55875	2.5799
3.56375	2.5798
3.56875	2.5797
3.57375	2.5797
3.57875	2.5796
3.58375	2.5795
3.58875	2.5795
3.59375	2.5794
3.59875	2.5793
3.60375	2.5793
3.60875	2.5792
3.61375	2.5792
3.61875	2.5791
3.62375	2.579
3.62875	2.579
3.63375	2.5789
3.63875	2.5789
3.64375	2.5788
3.64875	2.5788
3.65375	2.5787
3.65875	2.5786
3.66375	2.5786
3.66875	2.5785
3.67375	2.5785
3.67875	2.5784
3.68375	2.5784
3.68875	2.5783
3.69375	2.5783
3.69875	2.5782
3.70375	2.5782
3.70875	2.5781
3.71375	2.5781
3.71875	2.578
3.72375	2.578
3.72875	2.5779
3.73375	2.5779
3.73875	2.5778
3.74375	2.5778
3.74875	2.5777
3.75375	2.5777
3.75875	2.5776
3.76375	2.5776
3.76875	2.5776
3.77375	2.5775
3.77875	2.5775
3.78375	2.5774
3.78875	2.5774
3.79375	2.5773
3.79875	2.5773
3.80375	2.5773
3.80875	2.5772
3.81375	2.5772
3.81875	2.5771
3.82375	2.5771
3.82875	2.5771
3.83375	2.577
3.83875	2.577
3.84375	2.5769
3.84875	2.5769
3.85375	2.5769
3.85875	2.5768
3.86375	2.5768
3.86875	2.5768
3.87375	2.5767
3.87875	2.5767
3.88375	2.5767
3.88875	2.5766
3.89375	2.5766
3.89875	2.5766
3.90375	2.5765
3.90875	2.5765
3.91375	2.5765
3.91875	2.5764
3.92375	2.5764
3.92875	2.5764
3.93375	2.5763
3.93875	2.5763
3.94375	2.5763
3.94875	2.5762
3.95375	2.5762
3.95875	2.5762
3.96375	2.5762
3.96875	2.5761
3.97375	2.5761
3.97875	2.5761
3.98375	2.576
3.98875	2.576
3.99375	2.576
3.99875	2.576
4.00375	2.5759
4.00875	2.5759
4.01375	2.5759
4.01875	2.5759
4.02375	2.5758
4.02875	2.5758
4.03375	2.5758
4.03875	2.5758
4.04375	2.5757
4.04875	2.5757
4.05375	2.5757
4.05875	2.5757
4.06375	2.5756
4.06875	2.5756
4.07375	2.5756
4.07875	2.5756
4.08375	2.5756
4.08875	2.5755
4.09375	2.5755
4.09875	2.5755
4.10375	2.5755
4.10875	2.5754
4.11375	2.5754
4.11875	2.5754
4.12375	2.5754
4.12875	2.5754
4.13375	2.5753
4.13875	2.5753
4.14375	2.5753
4.14875	2.5753
4.15375	2.5753
4.15875	2.5753
4.16375	2.5752
4.16875	2.5752
4.17375	2.5752
4.17875	2.5752
4.18375	2.5752
4.18875	2.5751
4.19375	2.5751
4.19875	2.5751
4.20375	2.5751
4.20875	2.5751
4.21375	2.5751
4.21875	2.575
4.22375	2.575
4.22875	2.575
4.23375	2.575
4.23875	2.575
4.24375	2.575
4.24875	2.575
4.25375	2.5749
4.25875	2.5749
4.26375	2.5749
4.26875	2.5749
4.27375	2.5749
4.27875	2.5749
4.28375	2.5748
4.28875	2.5748
4.29375	2.5748
4.29875	2.5748
4.30375	2.5748
4.30875	2.5748
4.31375	2.5748
4.31875	2.5748
4.32375	2.5747
4.32875	2.5747
4.33375	2.5747
4.33875	2.5747
4.34375	2.5747
4.34875	2.5747
4.35375	2.5747
4.35875	2.5747
4.36375	2.5746
4.36875	2.5746
4.37375	2.5746
4.37875	2.5746
4.38375	2.5746
4.38875	2.5746
4.39375	2.5746
4.39875	2.5746
4.40375	2.5746
4.40875	2.5745
4.41375	2.5745
4.41875	2.5745
4.42375	2.5745
4.42875	2.5745
4.43375	2.5745
4.43875	2.5745
4.44375	2.5745
4.44875	2.5745
4.45375	2.5745
4.45875	2.5744
4.46375	2.5744
4.46875	2.5744
4.47375	2.5744
4.47875	2.5744
4.48375	2.5744
4.48875	2.5744
4.49375	2.5744
4.49875	2.5744
4.50375	2.5744
4.50875	2.5744
4.51375	2.5744
4.51875	2.5743
4.52375	2.5743
4.52875	2.5743
4.53375	2.5743
4.53875	2.5743
4.54375	2.5743
4.54875	2.5743
4.55375	2.5743
4.55875	2.5743
4.56375	2.5743
4.56875	2.5743
4.57375	2.5743
4.57875	2.5743
4.58375	2.5742
4.58875	2.5742
4.59375	2.5742
4.59875	2.5742
4.60375	2.5742
4.60875	2.5742
4.61375	2.5742
4.61875	2.5742
4.62375	2.5742
4.62875	2.5742
4.63375	2.5742
4.63875	2.5742
4.64375	2.5742
4.64875	2.5742
4.65375	2.5742
4.65875	2.5742
4.66375	2.5741
4.66875	2.5741
4.67375	2.5741
4.67875	2.5741
4.68375	2.5741
4.68875	2.5741
4.69375	2.5741
4.69875	2.5741
4.70375	2.5741
4.70875	2.5741
4.71375	2.5741
4.71875	2.5741
4.72375	2.5741
4.72875	2.5741
4.73375	2.5741
4.73875	2.5741
4.74375	2.5741
4.74875	2.5741
4.75375	2.5741
4.75875	2.5741
4.76375	2.574
4.76875	2.574
4.77375	2.574
4.77875	2.574
4.78375	2.574
4.78875	2.574
4.79375	2.574
4.79875	2.574
4.80375	2.574
4.80875	2.574
4.81375	2.574
4.81875	2.574
4.82375	2.574
4.82875	2.574
4.83375	2.574
4.83875	2.574
4.84375	2.574
4.84875	2.574
4.85375	2.574
4.85875	2.574
4.86375	2.574
4.86875	2.574
4.87375	2.574
4.87875	2.574
4.88375	2.574
4.88875	2.574
4.89375	2.5739
4.89875	2.5739
4.90375	2.5739
4.90875	2.5739
4.91375	2.5739
4.91875	2.5739
4.92375	2.5739
4.92875	2.5739
4.93375	2.5739
4.93875	2.5739
4.94375	2.5739
4.94875	2.5739
4.95375	2.5739
4.95875	2.5739
4.96375	2.5739
4.96875	2.5739
4.97375	2.5739
4.97875	2.5739
4.98375	2.5739
4.98875	2.5739
4.99375	2.5739
4.99875	2.5739
5	2.5739
